"year","county_name","state_id","county_population","violent_crime_county","county_state"
2014,"Black Hawk","IA",114016,719,"Black Hawk IA"
2015,"Black Hawk","IA",114411,716,"Black Hawk IA"
2017,"Black Hawk","IA",114391,454,"Black Hawk IA"
2005,"Blackford","IN",6739,4,"Blackford IN"
2006,"Blackford","IN",6728,9,"Blackford IN"
2007,"Blackford","IN",6493,6,"Blackford IN"
2008,"Blackford","IN",6281,10,"Blackford IN"
2009,"Blackford","IN",6239,11,"Blackford IN"
2010,"Blackford","IN",6273,7,"Blackford IN"
2011,"Blackford","IN",6252,10,"Blackford IN"
2012,"Blackford","IN",6155,9,"Blackford IN"
2013,"Blackford","IN",6053,6,"Blackford IN"
2014,"Blackford","IN",6053,1,"Blackford IN"
2015,"Blackford","IN",5999,5,"Blackford IN"
2017,"Blackford","IN",5873,7,"Blackford IN"
2005,"Bladen","NC",2296,50,"Bladen NC"
2006,"Bladen","NC",6211,61,"Bladen NC"
2007,"Bladen","NC",581,11,"Bladen NC"
2008,"Bladen","NC",2232,19,"Bladen NC"
2009,"Bladen","NC",2183,9,"Bladen NC"
2011,"Bladen","NC",4440,30,"Bladen NC"
2012,"Bladen","NC",1754,4,"Bladen NC"
2014,"Bladen","NC",789,2,"Bladen NC"
2005,"Blaine","ID",14625,25,"Blaine ID"
2005,"Blaine","OK",6410,20,"Blaine OK"
2006,"Blaine","ID",14751,23,"Blaine ID"
2006,"Blaine","OK",7992,24,"Blaine OK"
2007,"Blaine","ID",14935,53,"Blaine ID"
2007,"Blaine","MT",1283,2,"Blaine MT"
2007,"Blaine","OK",8080,14,"Blaine OK"
2008,"Blaine","ID",14978,56,"Blaine ID"
2008,"Blaine","OK",7859,20,"Blaine OK"
2009,"Blaine","ID",15053,38,"Blaine ID"
2010,"Blaine","ID",15385,56,"Blaine ID"
2010,"Blaine","OK",8090,17,"Blaine OK"
2011,"Blaine","ID",14501,37,"Blaine ID"
2011,"Blaine","OK",6145,19,"Blaine OK"
2012,"Blaine","ID",14345,62,"Blaine ID"
2012,"Blaine","OK",5282,18,"Blaine OK"
2013,"Blaine","ID",14245,25,"Blaine ID"
2013,"Blaine","OK",5857,16,"Blaine OK"
2014,"Blaine","ID",14426,42,"Blaine ID"
2014,"Blaine","OK",5837,15,"Blaine OK"
2015,"Blaine","ID",14545,43,"Blaine ID"
2015,"Blaine","OK",5315,9,"Blaine OK"
2017,"Blaine","ID",14783,22,"Blaine ID"
2017,"Blaine","MT",1238,3,"Blaine MT"
2017,"Blaine","OK",5176,8,"Blaine OK"
1999,"Blair","PA",49196,0,"Blair PA"
2000,"Blair","PA",50544,0,"Blair PA"
2001,"Blair","PA",49196,0,"Blair PA"
2003,"Blair","PA",48609,156,"Blair PA"
2004,"Blair","PA",48138,160,"Blair PA"
2005,"Blair","PA",54402,196,"Blair PA"
2006,"Blair","PA",60325,259,"Blair PA"
2007,"Blair","PA",58783,201,"Blair PA"
2008,"Blair","PA",60435,199,"Blair PA"
2009,"Blair","PA",65028,191,"Blair PA"
2010,"Blair","PA",65702,188,"Blair PA"
2011,"Blair","PA",59611,169,"Blair PA"
2012,"Blair","PA",66561,193,"Blair PA"
2013,"Blair","PA",64956,156,"Blair PA"
2014,"Blair","PA",65584,174,"Blair PA"
2015,"Blair","PA",62753,157,"Blair PA"
2017,"Blair","PA",63923,153,"Blair PA"
2005,"Blanco","TX",1461,2,"Blanco TX"
2006,"Blanco","TX",1511,1,"Blanco TX"
2007,"Blanco","TX",3222,4,"Blanco TX"
2008,"Blanco","TX",3169,10,"Blanco TX"
2009,"Blanco","TX",3168,7,"Blanco TX"
2010,"Blanco","TX",3385,8,"Blanco TX"
2011,"Blanco","TX",3467,10,"Blanco TX"
2012,"Blanco","TX",3479,4,"Blanco TX"
2013,"Blanco","TX",3533,5,"Blanco TX"
2014,"Blanco","TX",3613,3,"Blanco TX"
2015,"Blanco","TX",3812,6,"Blanco TX"
2017,"Blanco","TX",1989,3,"Blanco TX"
2005,"Bleckley","GA",4750,13,"Bleckley GA"
2007,"Bleckley","GA",4788,32,"Bleckley GA"
2008,"Bleckley","GA",4904,20,"Bleckley GA"
2009,"Bleckley","GA",5302,22,"Bleckley GA"
2010,"Bleckley","GA",5087,15,"Bleckley GA"
2011,"Bleckley","GA",5218,19,"Bleckley GA"
2012,"Bleckley","GA",5251,10,"Bleckley GA"
2013,"Bleckley","GA",4782,14,"Bleckley GA"
2015,"Bleckley","GA",4768,23,"Bleckley GA"
2017,"Bleckley","GA",5029,22,"Bleckley GA"
2005,"Bledsoe","TN",1860,5,"Bledsoe TN"
2007,"Bledsoe","TN",1890,2,"Bledsoe TN"
2008,"Bledsoe","TN",1899,4,"Bledsoe TN"
2009,"Bledsoe","TN",1907,4,"Bledsoe TN"
2010,"Bledsoe","TN",1863,3,"Bledsoe TN"
2011,"Bledsoe","TN",1623,6,"Bledsoe TN"
2012,"Bledsoe","TN",1619,1,"Bledsoe TN"
2013,"Bledsoe","TN",1599,5,"Bledsoe TN"
2014,"Bledsoe","TN",1613,8,"Bledsoe TN"
2015,"Bledsoe","TN",1630,10,"Bledsoe TN"
2017,"Bledsoe","TN",1656,6,"Bledsoe TN"
1999,"Blount","TN",23535,817,"Blount TN"
2000,"Blount","TN",36374,1437,"Blount TN"
2001,"Blount","TN",23535,817,"Blount TN"
2003,"Blount","TN",24291,79,"Blount TN"
2004,"Blount","TN",25316,50,"Blount TN"
2005,"Blount","AL",4077,3,"Blount AL"
2005,"Blount","TN",34548,153,"Blount TN"
2006,"Blount","AL",10735,27,"Blount AL"
2006,"Blount","TN",34936,186,"Blount TN"
2007,"Blount","AL",8829,24,"Blount AL"
2007,"Blount","TN",35747,166,"Blount TN"
2008,"Blount","AL",10382,27,"Blount AL"
2008,"Blount","TN",36147,169,"Blount TN"
2009,"Blount","AL",4302,12,"Blount AL"
2009,"Blount","TN",36597,134,"Blount TN"
2010,"Blount","AL",12220,24,"Blount AL"
2010,"Blount","TN",28187,65,"Blount TN"
2011,"Blount","TN",36690,164,"Blount TN"
2012,"Blount","AL",9180,43,"Blount AL"
2012,"Blount","TN",36916,130,"Blount TN"
2013,"Blount","AL",9203,30,"Blount AL"
2013,"Blount","TN",37064,125,"Blount TN"
2014,"Blount","AL",9260,35,"Blount AL"
2014,"Blount","TN",37258,102,"Blount TN"
2015,"Blount","AL",9188,45,"Blount AL"
2015,"Blount","TN",37824,147,"Blount TN"
2017,"Blount","AL",7563,18,"Blount AL"
2017,"Blount","TN",39491,136,"Blount TN"
1999,"Blue Earth","MN",31106,0,"Blue Earth MN"
2000,"Blue Earth","MN",32249,0,"Blue Earth MN"
2001,"Blue Earth","MN",31106,0,"Blue Earth MN"
2003,"Blue Earth","MN",33420,62,"Blue Earth MN"
2004,"Blue Earth","MN",34204,81,"Blue Earth MN"
2005,"Blue Earth","MN",39144,121,"Blue Earth MN"
2013,"Blue Earth","MN",48315,114,"Blue Earth MN"
2014,"Blue Earth","MN",48874,115,"Blue Earth MN"
2015,"Blue Earth","MN",48763,103,"Blue Earth MN"
2017,"Blue Earth","MN",50494,111,"Blue Earth MN"
2006,"Boise","ID",501,0,"Boise ID"
2007,"Boise","ID",495,2,"Boise ID"
1999,"Bolivar","MS",14923,0,"Bolivar MS"
2001,"Bolivar","MS",14923,0,"Bolivar MS"
2003,"Bolivar","MS",13442,38,"Bolivar MS"
2004,"Bolivar","MS",13283,39,"Bolivar MS"
2005,"Bolivar","MS",12978,46,"Bolivar MS"
2006,"Bolivar","MS",12772,28,"Bolivar MS"
2007,"Bolivar","MS",15146,76,"Bolivar MS"
2008,"Bolivar","MS",14885,82,"Bolivar MS"
2009,"Bolivar","MS",14173,56,"Bolivar MS"
2010,"Bolivar","MS",14149,54,"Bolivar MS"
2011,"Bolivar","MS",12381,53,"Bolivar MS"
2012,"Bolivar","MS",12228,51,"Bolivar MS"
2013,"Bolivar","MS",12174,62,"Bolivar MS"
2005,"Bollinger","MO",1525,11,"Bollinger MO"
2006,"Bollinger","MO",1523,10,"Bollinger MO"
2007,"Bollinger","MO",1515,3,"Bollinger MO"
2008,"Bollinger","MO",1489,3,"Bollinger MO"
2009,"Bollinger","MO",1479,9,"Bollinger MO"
2010,"Bollinger","MO",1441,12,"Bollinger MO"
2011,"Bollinger","MO",1482,24,"Bollinger MO"
2012,"Bollinger","MO",1479,5,"Bollinger MO"
2013,"Bollinger","MO",1502,7,"Bollinger MO"
2014,"Bollinger","MO",1537,5,"Bollinger MO"
2015,"Bollinger","MO",1514,4,"Bollinger MO"
2017,"Bollinger","MO",1460,0,"Bollinger MO"
2006,"Bon Homme","SD",4081,0,"Bon Homme SD"
2007,"Bon Homme","SD",3997,0,"Bon Homme SD"
2008,"Bon Homme","SD",3903,0,"Bon Homme SD"
2009,"Bon Homme","SD",3858,0,"Bon Homme SD"
2010,"Bon Homme","SD",3778,0,"Bon Homme SD"
2011,"Bon Homme","SD",4541,0,"Bon Homme SD"
2012,"Bon Homme","SD",4487,0,"Bon Homme SD"
2013,"Bon Homme","SD",4446,0,"Bon Homme SD"
2014,"Bon Homme","SD",4453,0,"Bon Homme SD"
2015,"Bon Homme","SD",4417,0,"Bon Homme SD"
2011,"Bond","IL",7021,4,"Bond IL"
2012,"Bond","IL",7589,2,"Bond IL"
2013,"Bond","IL",7552,4,"Bond IL"
2014,"Bond","IL",571,0,"Bond IL"
2015,"Bond","IL",7413,2,"Bond IL"
2017,"Bond","IL",7260,7,"Bond IL"
2005,"Bonner","ID",8548,13,"Bonner ID"
2006,"Bonner","ID",9032,18,"Bonner ID"
2007,"Bonner","ID",11083,21,"Bonner ID"
2008,"Bonner","ID",11034,22,"Bonner ID"
2009,"Bonner","ID",11151,20,"Bonner ID"
2010,"Bonner","ID",11214,16,"Bonner ID"
2011,"Bonner","ID",10366,11,"Bonner ID"
2012,"Bonner","ID",10306,10,"Bonner ID"
2013,"Bonner","ID",10228,21,"Bonner ID"
2014,"Bonner","ID",10447,19,"Bonner ID"
2015,"Bonner","ID",10749,10,"Bonner ID"
1999,"Bonneville","ID",49023,0,"Bonneville ID"
2000,"Bonneville","ID",50268,0,"Bonneville ID"
2001,"Bonneville","ID",49023,0,"Bonneville ID"
2003,"Bonneville","ID",52056,148,"Bonneville ID"
2004,"Bonneville","ID",52522,142,"Bonneville ID"
2005,"Bonneville","ID",53489,156,"Bonneville ID"
2006,"Bonneville","ID",53707,189,"Bonneville ID"
2007,"Bonneville","ID",53049,222,"Bonneville ID"
2008,"Bonneville","ID",53566,219,"Bonneville ID"
2009,"Bonneville","ID",54702,202,"Bonneville ID"
2010,"Bonneville","ID",55524,182,"Bonneville ID"
2011,"Bonneville","ID",57512,148,"Bonneville ID"
2012,"Bonneville","ID",58037,139,"Bonneville ID"
2013,"Bonneville","ID",58188,124,"Bonneville ID"
2014,"Bonneville","ID",58606,126,"Bonneville ID"
2015,"Bonneville","ID",59109,167,"Bonneville ID"
2017,"Bonneville","ID",60727,215,"Bonneville ID"
1999,"Boone","AR",11654,568,"Boone AR"
1999,"Boone","IA",12785,301,"Boone IA"
1999,"Boone","KY",19622,0,"Boone KY"
1999,"Boone","MO",79347,0,"Boone MO"
2000,"Boone","AR",12261,439,"Boone AR"
2000,"Boone","IA",13112,283,"Boone IA"
2000,"Boone","KY",20583,0,"Boone KY"
2000,"Boone","MO",82368,0,"Boone MO"
2001,"Boone","AR",11654,568,"Boone AR"
2001,"Boone","IA",12785,301,"Boone IA"
2001,"Boone","KY",19622,0,"Boone KY"
2001,"Boone","MO",79347,0,"Boone MO"
2003,"Boone","IA",12834,9,"Boone IA"
2003,"Boone","KY",24456,91,"Boone KY"
2003,"Boone","MO",87470,422,"Boone MO"
2004,"Boone","AR",12497,49,"Boone AR"
2004,"Boone","IA",12852,9,"Boone IA"
2004,"Boone","KY",24857,91,"Boone KY"
2004,"Boone","MO",89312,429,"Boone MO"
2005,"Boone","AR",12684,40,"Boone AR"
2005,"Boone","IA",12908,10,"Boone IA"
2005,"Boone","KY",25618,91,"Boone KY"
2005,"Boone","MO",98131,507,"Boone MO"
2006,"Boone","AR",12910,54,"Boone AR"
2006,"Boone","IA",14929,38,"Boone IA"
2006,"Boone","KY",26555,159,"Boone KY"
2006,"Boone","MO",96558,472,"Boone MO"
2007,"Boone","AR",13097,70,"Boone AR"
2007,"Boone","IA",12768,74,"Boone IA"
2007,"Boone","KY",27405,220,"Boone KY"
2007,"Boone","MO",103180,652,"Boone MO"
2008,"Boone","AR",13221,83,"Boone AR"
2008,"Boone","IA",12611,81,"Boone IA"
2008,"Boone","MO",107855,403,"Boone MO"
2009,"Boone","AR",13312,89,"Boone AR"
2009,"Boone","IN",14774,16,"Boone IN"
2009,"Boone","IA",14560,52,"Boone IA"
2009,"Boone","MO",109387,519,"Boone MO"
2010,"Boone","AR",13285,86,"Boone AR"
2010,"Boone","IN",15934,7,"Boone IN"
2010,"Boone","IA",14510,42,"Boone IA"
2010,"Boone","KY",28869,63,"Boone KY"
2010,"Boone","MO",110281,541,"Boone MO"
2011,"Boone","AR",13041,58,"Boone AR"
2011,"Boone","IL",25662,48,"Boone IL"
2011,"Boone","IN",17114,11,"Boone IN"
2011,"Boone","IA",14782,69,"Boone IA"
2011,"Boone","KY",30158,68,"Boone KY"
2011,"Boone","MO",119027,610,"Boone MO"
2012,"Boone","AR",13043,60,"Boone AR"
2012,"Boone","IN",26662,10,"Boone IN"
2012,"Boone","IA",14733,75,"Boone IA"
2012,"Boone","KY",30765,89,"Boone KY"
2012,"Boone","MO",120955,494,"Boone MO"
2013,"Boone","AR",13234,71,"Boone AR"
2013,"Boone","IL",25308,29,"Boone IL"
2013,"Boone","IN",28211,21,"Boone IN"
2013,"Boone","IA",12515,77,"Boone IA"
2013,"Boone","KY",31434,62,"Boone KY"
2013,"Boone","MO",125045,446,"Boone MO"
2014,"Boone","AR",13296,101,"Boone AR"
2014,"Boone","IN",29850,28,"Boone IN"
2014,"Boone","IA",14660,68,"Boone IA"
2014,"Boone","KY",31769,62,"Boone KY"
2014,"Boone","MO",127336,440,"Boone MO"
2015,"Boone","AR",13179,98,"Boone AR"
2015,"Boone","IN",32290,51,"Boone IN"
2015,"Boone","IA",14664,52,"Boone IA"
2015,"Boone","KY",32357,70,"Boone KY"
2015,"Boone","MO",129467,618,"Boone MO"
