"year","county_name","state_id","county_population","violent_crime_county","county_state"
2006,"Itawamba","MS",4087,2,"Itawamba MS"
2007,"Itawamba","MS",4127,3,"Itawamba MS"
2008,"Itawamba","MS",4067,2,"Itawamba MS"
2009,"Itawamba","MS",4093,6,"Itawamba MS"
2010,"Itawamba","MS",4049,12,"Itawamba MS"
2011,"Itawamba","MS",3976,0,"Itawamba MS"
2012,"Itawamba","MS",3962,3,"Itawamba MS"
2013,"Itawamba","MS",3984,0,"Itawamba MS"
2014,"Itawamba","MS",4011,2,"Itawamba MS"
2015,"Itawamba","MS",4049,1,"Itawamba MS"
2005,"Izard","AR",2293,2,"Izard AR"
2006,"Izard","AR",2313,1,"Izard AR"
2007,"Izard","AR",2282,3,"Izard AR"
2008,"Izard","AR",2208,0,"Izard AR"
2009,"Izard","AR",2213,1,"Izard AR"
2010,"Izard","AR",2226,3,"Izard AR"
2011,"Izard","AR",2201,3,"Izard AR"
2012,"Izard","AR",2146,3,"Izard AR"
2005,"Jack","TX",4645,5,"Jack TX"
2006,"Jack","TX",4741,3,"Jack TX"
2007,"Jack","TX",4653,2,"Jack TX"
2008,"Jack","TX",4513,1,"Jack TX"
2009,"Jack","TX",4488,1,"Jack TX"
2010,"Jack","TX",4309,11,"Jack TX"
2011,"Jack","TX",4606,7,"Jack TX"
2012,"Jack","TX",4574,23,"Jack TX"
2013,"Jack","TX",4487,13,"Jack TX"
2014,"Jack","TX",4499,11,"Jack TX"
2015,"Jack","TX",4391,14,"Jack TX"
2017,"Jack","TX",4323,9,"Jack TX"
1999,"Jackson","IN",17152,0,"Jackson IN"
1999,"Jackson","MI",35350,0,"Jackson MI"
1999,"Jackson","MS",27326,0,"Jackson MS"
1999,"Jackson","MO",658500,920,"Jackson MO"
1999,"Jackson","OK",21625,0,"Jackson OK"
1999,"Jackson","OR",86727,1298,"Jackson OR"
2000,"Jackson","AL",14588,576,"Jackson AL"
2000,"Jackson","IN",18564,0,"Jackson IN"
2000,"Jackson","MI",36498,0,"Jackson MI"
2000,"Jackson","MS",28096,0,"Jackson MS"
2000,"Jackson","MO",622431,840,"Jackson MO"
2000,"Jackson","OK",21560,0,"Jackson OK"
2000,"Jackson","OR",92577,1396,"Jackson OR"
2001,"Jackson","IN",17152,0,"Jackson IN"
2001,"Jackson","MI",35350,0,"Jackson MI"
2001,"Jackson","MS",27326,0,"Jackson MS"
2001,"Jackson","MO",658500,920,"Jackson MO"
2001,"Jackson","OK",21625,0,"Jackson OK"
2001,"Jackson","OR",86727,1298,"Jackson OR"
2003,"Jackson","AL",14858,13,"Jackson AL"
2003,"Jackson","IN",18506,87,"Jackson IN"
2003,"Jackson","MI",35618,196,"Jackson MI"
2003,"Jackson","MS",58966,305,"Jackson MS"
2003,"Jackson","MO",665272,1060,"Jackson MO"
2003,"Jackson","OK",20674,78,"Jackson OK"
2003,"Jackson","OR",99753,337,"Jackson OR"
2004,"Jackson","AL",14873,16,"Jackson AL"
2004,"Jackson","IN",18625,99,"Jackson IN"
2004,"Jackson","MI",35266,363,"Jackson MI"
2004,"Jackson","MS",59076,214,"Jackson MS"
2004,"Jackson","MO",664995,1095,"Jackson MO"
2004,"Jackson","OK",20629,49,"Jackson OK"
2004,"Jackson","OR",102674,318,"Jackson OR"
2005,"Jackson","AL",19904,87,"Jackson AL"
2005,"Jackson","FL",8786,85,"Jackson FL"
2005,"Jackson","GA",1480,0,"Jackson GA"
2005,"Jackson","IN",18807,122,"Jackson IN"
2005,"Jackson","IA",6072,10,"Jackson IA"
2005,"Jackson","KS",3356,4,"Jackson KS"
2005,"Jackson","MI",35162,297,"Jackson MI"
2005,"Jackson","MN",5203,12,"Jackson MN"
2005,"Jackson","MS",59257,249,"Jackson MS"
2005,"Jackson","MO",693294,1189,"Jackson MO"
2005,"Jackson","NC",2452,25,"Jackson NC"
2005,"Jackson","OK",20534,55,"Jackson OK"
2005,"Jackson","OR",123390,376,"Jackson OR"
2005,"Jackson","SD",682,3,"Jackson SD"
2005,"Jackson","TN",874,5,"Jackson TN"
2005,"Jackson","TX",7912,19,"Jackson TX"
2005,"Jackson","WV",7298,16,"Jackson WV"
2005,"Jackson","WI",3581,4,"Jackson WI"
2006,"Jackson","AL",19677,63,"Jackson AL"
2006,"Jackson","AR",11139,65,"Jackson AR"
2006,"Jackson","FL",10821,62,"Jackson FL"
2006,"Jackson","GA",6537,37,"Jackson GA"
2006,"Jackson","IN",19015,104,"Jackson IN"
2006,"Jackson","IA",6086,17,"Jackson IA"
2006,"Jackson","KS",3424,9,"Jackson KS"
2006,"Jackson","MI",34792,289,"Jackson MI"
2006,"Jackson","MS",40152,221,"Jackson MS"
2006,"Jackson","MO",223519,1055,"Jackson MO"
2006,"Jackson","NC",2446,34,"Jackson NC"
2006,"Jackson","OK",20075,54,"Jackson OK"
2006,"Jackson","OR",40691,18,"Jackson OR"
2006,"Jackson","SD",673,1,"Jackson SD"
2006,"Jackson","TN",870,3,"Jackson TN"
2006,"Jackson","TX",7960,15,"Jackson TX"
2006,"Jackson","WV",7264,8,"Jackson WV"
2006,"Jackson","WI",3498,7,"Jackson WI"
2007,"Jackson","AL",22284,67,"Jackson AL"
2007,"Jackson","AR",9599,48,"Jackson AR"
2007,"Jackson","FL",10661,106,"Jackson FL"
2007,"Jackson","GA",14681,97,"Jackson GA"
2007,"Jackson","IN",19246,89,"Jackson IN"
2007,"Jackson","IA",6006,12,"Jackson IA"
2007,"Jackson","KS",3364,3,"Jackson KS"
2007,"Jackson","KY",864,1,"Jackson KY"
2007,"Jackson","MI",34325,225,"Jackson MI"
2007,"Jackson","MS",38019,199,"Jackson MS"
2007,"Jackson","MO",248078,1259,"Jackson MO"
2007,"Jackson","NC",2369,22,"Jackson NC"
2007,"Jackson","OK",19284,45,"Jackson OK"
2007,"Jackson","OR",135277,312,"Jackson OR"
2007,"Jackson","SD",673,1,"Jackson SD"
2007,"Jackson","TN",845,1,"Jackson TN"
2007,"Jackson","TX",7702,9,"Jackson TX"
2007,"Jackson","WV",7264,14,"Jackson WV"
2007,"Jackson","WI",3456,6,"Jackson WI"
2008,"Jackson","AL",4445,37,"Jackson AL"
2008,"Jackson","FL",10551,70,"Jackson FL"
2008,"Jackson","GA",11715,63,"Jackson GA"
2008,"Jackson","IN",19269,95,"Jackson IN"
2008,"Jackson","IA",5891,11,"Jackson IA"
2008,"Jackson","KS",3307,6,"Jackson KS"
2008,"Jackson","MI",33755,323,"Jackson MI"
2008,"Jackson","MS",23139,96,"Jackson MS"
2008,"Jackson","MO",684564,1262,"Jackson MO"
2008,"Jackson","NC",2427,20,"Jackson NC"
2008,"Jackson","OK",19097,62,"Jackson OK"
2008,"Jackson","OR",137195,339,"Jackson OR"
2008,"Jackson","SD",647,1,"Jackson SD"
2008,"Jackson","TN",836,2,"Jackson TN"
2008,"Jackson","TX",7604,26,"Jackson TX"
2008,"Jackson","WV",7194,7,"Jackson WV"
2008,"Jackson","WI",3435,4,"Jackson WI"
2009,"Jackson","AL",22865,43,"Jackson AL"
2009,"Jackson","AR",8507,59,"Jackson AR"
2009,"Jackson","FL",4370,6,"Jackson FL"
2009,"Jackson","GA",22667,70,"Jackson GA"
2009,"Jackson","IN",19342,91,"Jackson IN"
2009,"Jackson","IA",5882,17,"Jackson IA"
2009,"Jackson","LA",473,3,"Jackson LA"
2009,"Jackson","MS",56734,155,"Jackson MS"
2009,"Jackson","MO",730072,1176,"Jackson MO"
2009,"Jackson","NC",2437,35,"Jackson NC"
2009,"Jackson","OH",12058,8,"Jackson OH"
2009,"Jackson","OK",18664,45,"Jackson OK"
2009,"Jackson","OR",138893,264,"Jackson OR"
2009,"Jackson","SD",628,0,"Jackson SD"
2009,"Jackson","TN",841,2,"Jackson TN"
2009,"Jackson","TX",7625,18,"Jackson TX"
2009,"Jackson","WV",7164,11,"Jackson WV"
2009,"Jackson","WI",3382,2,"Jackson WI"
2010,"Jackson","AL",5872,3,"Jackson AL"
2010,"Jackson","AR",7303,72,"Jackson AR"
2010,"Jackson","FL",10525,85,"Jackson FL"
2010,"Jackson","GA",23155,50,"Jackson GA"
2010,"Jackson","IN",19507,82,"Jackson IN"
2010,"Jackson","IA",5823,22,"Jackson IA"
2010,"Jackson","KS",3669,9,"Jackson KS"
2010,"Jackson","MI",32741,319,"Jackson MI"
2010,"Jackson","MS",71090,270,"Jackson MS"
2010,"Jackson","MO",143269,452,"Jackson MO"
2010,"Jackson","OH",6145,8,"Jackson OH"
2010,"Jackson","OK",18983,42,"Jackson OK"
2010,"Jackson","SD",611,2,"Jackson SD"
2010,"Jackson","TN",835,3,"Jackson TN"
2010,"Jackson","TX",7650,16,"Jackson TX"
2010,"Jackson","WV",7222,10,"Jackson WV"
2010,"Jackson","WI",3382,2,"Jackson WI"
2011,"Jackson","AR",1876,9,"Jackson AR"
2011,"Jackson","FL",10368,61,"Jackson FL"
2011,"Jackson","GA",23796,54,"Jackson GA"
2011,"Jackson","IL",35569,316,"Jackson IL"
2011,"Jackson","IN",17592,82,"Jackson IN"
2011,"Jackson","IA",6173,18,"Jackson IA"
2011,"Jackson","KS",3350,8,"Jackson KS"
2011,"Jackson","MI",1049,0,"Jackson MI"
2011,"Jackson","MS",58627,153,"Jackson MS"
2011,"Jackson","MO",720763,959,"Jackson MO"
2011,"Jackson","NC",2621,22,"Jackson NC"
2011,"Jackson","OH",6402,3,"Jackson OH"
2011,"Jackson","OK",20025,48,"Jackson OK"
2011,"Jackson","OR",137593,455,"Jackson OR"
2011,"Jackson","SD",662,1,"Jackson SD"
2011,"Jackson","TN",971,2,"Jackson TN"
2011,"Jackson","TX",7660,9,"Jackson TX"
2011,"Jackson","WV",7137,6,"Jackson WV"
2011,"Jackson","WI",3638,4,"Jackson WI"
2012,"Jackson","AL",17286,86,"Jackson AL"
2012,"Jackson","AR",9969,24,"Jackson AR"
2012,"Jackson","FL",10269,68,"Jackson FL"
2012,"Jackson","GA",25909,22,"Jackson GA"
2012,"Jackson","IL",35560,310,"Jackson IL"
2012,"Jackson","IN",21335,86,"Jackson IN"
2012,"Jackson","IA",6148,17,"Jackson IA"
2012,"Jackson","KS",3339,5,"Jackson KS"
2012,"Jackson","MS",72386,285,"Jackson MS"
2012,"Jackson","MO",698279,836,"Jackson MO"
2012,"Jackson","NC",2614,18,"Jackson NC"
2012,"Jackson","OH",7941,5,"Jackson OH"
2012,"Jackson","OK",19936,63,"Jackson OK"
2012,"Jackson","OR",138197,506,"Jackson OR"
2012,"Jackson","SD",690,3,"Jackson SD"
2012,"Jackson","TN",952,10,"Jackson TN"
2012,"Jackson","TX",7589,10,"Jackson TX"
2012,"Jackson","WV",7131,9,"Jackson WV"
2012,"Jackson","WI",3652,12,"Jackson WI"
2013,"Jackson","AL",17180,77,"Jackson AL"
2013,"Jackson","AR",9705,34,"Jackson AR"
2013,"Jackson","FL",11921,81,"Jackson FL"
2013,"Jackson","GA",25839,52,"Jackson GA"
2013,"Jackson","IL",27839,248,"Jackson IL"
2013,"Jackson","IN",18655,100,"Jackson IN"
2013,"Jackson","IA",6066,21,"Jackson IA"
2013,"Jackson","KS",3292,7,"Jackson KS"
2013,"Jackson","KY",784,0,"Jackson KY"
2013,"Jackson","LA",852,4,"Jackson LA"
2013,"Jackson","MI",34427,371,"Jackson MI"
2013,"Jackson","MN",1686,3,"Jackson MN"
2013,"Jackson","MS",58228,211,"Jackson MS"
2013,"Jackson","MO",726596,936,"Jackson MO"
2013,"Jackson","NC",2744,21,"Jackson NC"
2013,"Jackson","OH",13880,21,"Jackson OH"
2013,"Jackson","OK",19634,50,"Jackson OK"
2013,"Jackson","OR",139335,594,"Jackson OR"
2013,"Jackson","SD",695,0,"Jackson SD"
2013,"Jackson","TN",946,1,"Jackson TN"
2013,"Jackson","TX",5598,12,"Jackson TX"
2013,"Jackson","WV",7101,3,"Jackson WV"
2013,"Jackson","WI",3571,2,"Jackson WI"
2014,"Jackson","AL",17704,72,"Jackson AL"
2014,"Jackson","AR",11587,93,"Jackson AR"
2014,"Jackson","FL",12068,64,"Jackson FL"
2014,"Jackson","IL",27961,146,"Jackson IL"
2014,"Jackson","IN",22045,65,"Jackson IN"
2014,"Jackson","IA",6044,10,"Jackson IA"
2014,"Jackson","KS",3264,7,"Jackson KS"
2014,"Jackson","KY",801,0,"Jackson KY"
2014,"Jackson","MI",33404,299,"Jackson MI"
2014,"Jackson","MN",1681,0,"Jackson MN"
2014,"Jackson","MS",58255,204,"Jackson MS"
2014,"Jackson","MO",730849,816,"Jackson MO"
2014,"Jackson","NC",2607,13,"Jackson NC"
2014,"Jackson","OH",13810,19,"Jackson OH"
2014,"Jackson","OK",19531,71,"Jackson OK"
2014,"Jackson","OR",141538,489,"Jackson OR"
2014,"Jackson","SD",699,3,"Jackson SD"
2014,"Jackson","TN",959,1,"Jackson TN"
2014,"Jackson","TX",7839,19,"Jackson TX"
2014,"Jackson","WV",3256,0,"Jackson WV"
2014,"Jackson","WI",3610,3,"Jackson WI"
2015,"Jackson","AL",17104,212,"Jackson AL"
2015,"Jackson","AR",10280,67,"Jackson AR"
2015,"Jackson","FL",11959,79,"Jackson FL"
2015,"Jackson","GA",25585,49,"Jackson GA"
2015,"Jackson","IL",35674,138,"Jackson IL"
2015,"Jackson","IN",22304,63,"Jackson IN"
2015,"Jackson","IA",5983,30,"Jackson IA"
2015,"Jackson","KS",3312,10,"Jackson KS"
2015,"Jackson","KY",783,0,"Jackson KY"
2015,"Jackson","MI",33126,411,"Jackson MI"
2015,"Jackson","MN",1689,0,"Jackson MN"
2015,"Jackson","MS",58362,169,"Jackson MS"
2015,"Jackson","MO",736727,877,"Jackson MO"
2015,"Jackson","NC",2605,20,"Jackson NC"
2015,"Jackson","OH",13264,26,"Jackson OH"
2015,"Jackson","OK",19456,49,"Jackson OK"
2015,"Jackson","OR",142952,502,"Jackson OR"
2015,"Jackson","SD",710,5,"Jackson SD"
2015,"Jackson","TN",958,1,"Jackson TN"
2015,"Jackson","TX",7940,12,"Jackson TX"
2015,"Jackson","WV",3239,5,"Jackson WV"
2015,"Jackson","WI",3577,7,"Jackson WI"
2017,"Jackson","AL",14660,192,"Jackson AL"
2017,"Jackson","AR",3680,8,"Jackson AR"
2017,"Jackson","FL",11548,99,"Jackson FL"
2017,"Jackson","GA",30056,68,"Jackson GA"
2017,"Jackson","IL",35323,189,"Jackson IL"
2017,"Jackson","IN",19604,66,"Jackson IN"
2017,"Jackson","IA",5954,15,"Jackson IA"
2017,"Jackson","KS",3278,6,"Jackson KS"
2017,"Jackson","MI",32822,371,"Jackson MI"
2017,"Jackson","MN",1618,1,"Jackson MN"
2017,"Jackson","MS",58077,168,"Jackson MS"
2017,"Jackson","MO",749152,1170,"Jackson MO"
2017,"Jackson","OH",13343,23,"Jackson OH"
2017,"Jackson","OK",19630,55,"Jackson OK"
2017,"Jackson","OR",148746,517,"Jackson OR"
2017,"Jackson","TN",944,0,"Jackson TN"
2017,"Jackson","TX",7995,11,"Jackson TX"
2017,"Jackson","WV",3243,3,"Jackson WV"
2017,"Jackson","WI",3541,1,"Jackson WI"
1999,"Jasper","MO",56278,723,"Jasper MO"
2000,"Jasper","MO",12121,655,"Jasper MO"
2001,"Jasper","MO",56278,723,"Jasper MO"
2003,"Jasper","IA",15660,15,"Jasper IA"
2003,"Jasper","MO",69537,246,"Jasper MO"
2004,"Jasper","IA",15850,11,"Jasper IA"
2004,"Jasper","MO",70127,292,"Jasper MO"
2005,"Jasper","IN",6243,22,"Jasper IN"
2005,"Jasper","IA",15759,9,"Jasper IA"
2005,"Jasper","MS",808,7,"Jasper MS"
2005,"Jasper","MO",81813,408,"Jasper MO"
2005,"Jasper","SC",4510,52,"Jasper SC"
2005,"Jasper","TX",9725,79,"Jasper TX"
2006,"Jasper","IN",6275,37,"Jasper IN"
2006,"Jasper","IA",15690,14,"Jasper IA"
2006,"Jasper","MS",807,1,"Jasper MS"
2006,"Jasper","MO",85198,489,"Jasper MO"
2006,"Jasper","SC",4531,57,"Jasper SC"
2006,"Jasper","TX",9830,77,"Jasper TX"
2007,"Jasper","IN",6276,36,"Jasper IN"
2007,"Jasper","IA",1459,2,"Jasper IA"
2007,"Jasper","MS",806,0,"Jasper MS"
2007,"Jasper","MO",85785,445,"Jasper MO"
2007,"Jasper","SC",4497,65,"Jasper SC"
2007,"Jasper","TX",9455,41,"Jasper TX"
2008,"Jasper","GA",2615,14,"Jasper GA"
2008,"Jasper","IA",16547,21,"Jasper IA"
2008,"Jasper","MS",802,0,"Jasper MS"
2008,"Jasper","MO",89704,437,"Jasper MO"
2008,"Jasper","SC",4579,74,"Jasper SC"
2008,"Jasper","TX",9177,37,"Jasper TX"
2009,"Jasper","IN",6285,27,"Jasper IN"
2009,"Jasper","IA",16425,18,"Jasper IA"
2009,"Jasper","MS",809,0,"Jasper MS"
2009,"Jasper","MO",40831,74,"Jasper MO"
2009,"Jasper","SC",5504,73,"Jasper SC"
2009,"Jasper","TX",9250,37,"Jasper TX"
2010,"Jasper","IN",6372,17,"Jasper IN"
2010,"Jasper","IA",16355,22,"Jasper IA"
2010,"Jasper","MS",795,0,"Jasper MS"
2010,"Jasper","MO",94328,348,"Jasper MO"
2010,"Jasper","SC",6372,45,"Jasper SC"
2010,"Jasper","TX",9191,30,"Jasper TX"
2011,"Jasper","IL",2858,24,"Jasper IL"
2011,"Jasper","IN",5889,24,"Jasper IN"
2011,"Jasper","IA",1689,0,"Jasper IA"
2011,"Jasper","MS",721,1,"Jasper MS"
2011,"Jasper","MO",93687,316,"Jasper MO"
2011,"Jasper","SC",7069,41,"Jasper SC"
2011,"Jasper","TX",7750,29,"Jasper TX"
2012,"Jasper","IL",2856,22,"Jasper IL"
2012,"Jasper","IA",16860,35,"Jasper IA"
2012,"Jasper","MS",708,1,"Jasper MS"
2012,"Jasper","MO",94318,347,"Jasper MO"
2012,"Jasper","SC",7170,42,"Jasper SC"
2012,"Jasper","TX",7830,65,"Jasper TX"
2013,"Jasper","IL",2808,3,"Jasper IL"
2013,"Jasper","IN",5905,26,"Jasper IN"
2013,"Jasper","IA",16736,44,"Jasper IA"
2013,"Jasper","MO",90529,317,"Jasper MO"
2013,"Jasper","SC",8136,51,"Jasper SC"
2013,"Jasper","TX",9860,36,"Jasper TX"
2014,"Jasper","IL",2806,4,"Jasper IL"
2014,"Jasper","IN",5874,20,"Jasper IN"
2014,"Jasper","IA",16798,60,"Jasper IA"
2014,"Jasper","MO",91975,321,"Jasper MO"
2014,"Jasper","SC",8816,43,"Jasper SC"
2014,"Jasper","TX",9798,40,"Jasper TX"
2015,"Jasper","IA",16827,57,"Jasper IA"
2015,"Jasper","MO",94314,380,"Jasper MO"
2015,"Jasper","SC",9412,54,"Jasper SC"
2015,"Jasper","TX",9761,48,"Jasper TX"
2017,"Jasper","IL",2780,0,"Jasper IL"
2017,"Jasper","IA",18751,76,"Jasper IA"
2017,"Jasper","MO",95413,417,"Jasper MO"
2017,"Jasper","SC",10486,40,"Jasper SC"
2017,"Jasper","TX",7663,37,"Jasper TX"
2005,"Jay","IN",6283,5,"Jay IN"
2006,"Jay","IN",6232,1,"Jay IN"
2007,"Jay","IN",6149,3,"Jay IN"
2008,"Jay","IN",6163,8,"Jay IN"
2009,"Jay","IN",6131,3,"Jay IN"
2010,"Jay","IN",6050,4,"Jay IN"
2011,"Jay","IN",6255,0,"Jay IN"
2012,"Jay","IN",6260,15,"Jay IN"
2013,"Jay","IN",6278,1,"Jay IN"
2014,"Jay","IN",6275,8,"Jay IN"
2017,"Jay","IN",6154,14,"Jay IN"
2007,"Jeff Davis","GA",3819,11,"Jeff Davis GA"
2009,"Jeff Davis","GA",3898,10,"Jeff Davis GA"
2010,"Jeff Davis","GA",3780,7,"Jeff Davis GA"
2011,"Jeff Davis","GA",4282,11,"Jeff Davis GA"
2012,"Jeff Davis","GA",4297,5,"Jeff Davis GA"
2013,"Jeff Davis","GA",4279,7,"Jeff Davis GA"
2017,"Jeff Davis","GA",4178,7,"Jeff Davis GA"
1999,"Jefferson","AL",310972,1052,"Jefferson AL"
1999,"Jefferson","AR",53241,0,"Jefferson AR"
1999,"Jefferson","CO",255108,582,"Jefferson CO"
1999,"Jefferson","IN",12603,423,"Jefferson IN"
1999,"Jefferson","IA",10347,440,"Jefferson IA"
1999,"Jefferson","KY",256795,0,"Jefferson KY"
1999,"Jefferson","LA",99284,628,"Jefferson LA"
1999,"Jefferson","MO",21167,608,"Jefferson MO"
1999,"Jefferson","NY",27792,937,"Jefferson NY"
1999,"Jefferson","TX",227047,2259,"Jefferson TX"
1999,"Jefferson","WI",10929,368,"Jefferson WI"
2000,"Jefferson","AL",435696,1699,"Jefferson AL"
2000,"Jefferson","AR",54748,0,"Jefferson AR"
2000,"Jefferson","CO",299723,668,"Jefferson CO"
2000,"Jefferson","IN",13123,438,"Jefferson IN"
2000,"Jefferson","IA",10262,441,"Jefferson IA"
2000,"Jefferson","KY",258301,0,"Jefferson KY"
2000,"Jefferson","LA",100185,542,"Jefferson LA"
2000,"Jefferson","MO",21847,866,"Jefferson MO"
2000,"Jefferson","NY",28616,930,"Jefferson NY"
2000,"Jefferson","TX",222844,2164,"Jefferson TX"
2000,"Jefferson","WI",32863,970,"Jefferson WI"
2001,"Jefferson","AL",310972,1052,"Jefferson AL"
2001,"Jefferson","AR",53241,0,"Jefferson AR"
2001,"Jefferson","CO",255108,582,"Jefferson CO"
2001,"Jefferson","IN",12603,423,"Jefferson IN"
2001,"Jefferson","IA",10347,440,"Jefferson IA"
2001,"Jefferson","KY",256795,0,"Jefferson KY"
2001,"Jefferson","LA",99284,628,"Jefferson LA"
2001,"Jefferson","MO",21167,608,"Jefferson MO"
2001,"Jefferson","NY",27792,937,"Jefferson NY"
2001,"Jefferson","TX",227047,2259,"Jefferson TX"
2001,"Jefferson","WI",10929,368,"Jefferson WI"
2003,"Jefferson","AL",439795,675,"Jefferson AL"
2003,"Jefferson","AR",54482,578,"Jefferson AR"
2003,"Jefferson","CO",153322,339,"Jefferson CO"
2003,"Jefferson","IN",12198,26,"Jefferson IN"
2003,"Jefferson","LA",98554,529,"Jefferson LA"
2003,"Jefferson","MO",20074,32,"Jefferson MO"
2003,"Jefferson","NY",25625,86,"Jefferson NY"
2003,"Jefferson","OH",19713,132,"Jefferson OH"
2003,"Jefferson","TX",218894,525,"Jefferson TX"
2003,"Jefferson","WI",34382,55,"Jefferson WI"
2004,"Jefferson","AL",468921,1045,"Jefferson AL"
2004,"Jefferson","AR",54437,594,"Jefferson AR"
2004,"Jefferson","CO",264916,862,"Jefferson CO"
2004,"Jefferson","IN",12332,27,"Jefferson IN"
2004,"Jefferson","KY",41959,103,"Jefferson KY"
2004,"Jefferson","LA",98331,523,"Jefferson LA"
2004,"Jefferson","MO",30271,171,"Jefferson MO"
2004,"Jefferson","NY",26834,65,"Jefferson NY"
2004,"Jefferson","OH",19608,104,"Jefferson OH"
2004,"Jefferson","TX",218617,387,"Jefferson TX"
2004,"Jefferson","WI",34687,50,"Jefferson WI"
2005,"Jefferson","AL",383229,893,"Jefferson AL"
2005,"Jefferson","AR",60266,729,"Jefferson AR"
2005,"Jefferson","CO",303098,1096,"Jefferson CO"
2005,"Jefferson","FL",2630,22,"Jefferson FL"
2005,"Jefferson","GA",2298,29,"Jefferson GA"
2005,"Jefferson","ID",3089,7,"Jefferson ID"
2005,"Jefferson","IN",12403,16,"Jefferson IN"
2005,"Jefferson","IA",9497,23,"Jefferson IA"
2005,"Jefferson","KS",577,0,"Jefferson KS"
2005,"Jefferson","KY",54095,173,"Jefferson KY"
2005,"Jefferson","LA",107928,436,"Jefferson LA"
2005,"Jefferson","MO",54511,331,"Jefferson MO"
2005,"Jefferson","NY",26278,129,"Jefferson NY"
2005,"Jefferson","OH",32289,105,"Jefferson OH"
2005,"Jefferson","OK",2962,12,"Jefferson OK"
2005,"Jefferson","OR",5213,26,"Jefferson OR"
2005,"Jefferson","PA",16306,48,"Jefferson PA"
2005,"Jefferson","TN",11405,33,"Jefferson TN"
2005,"Jefferson","TX",217753,461,"Jefferson TX"
2005,"Jefferson","WA",8929,19,"Jefferson WA"
2005,"Jefferson","WV",3435,6,"Jefferson WV"
2005,"Jefferson","WI",52495,83,"Jefferson WI"
2006,"Jefferson","AL",487889,1186,"Jefferson AL"
2006,"Jefferson","AR",60826,806,"Jefferson AR"
2006,"Jefferson","CO",287383,1066,"Jefferson CO"
2006,"Jefferson","FL",2589,33,"Jefferson FL"
2006,"Jefferson","GA",2334,12,"Jefferson GA"
2006,"Jefferson","ID",3330,3,"Jefferson ID"
2006,"Jefferson","IN",12525,24,"Jefferson IN"
2006,"Jefferson","KS",713,0,"Jefferson KS"
2006,"Jefferson","KY",60445,171,"Jefferson KY"
2006,"Jefferson","LA",101683,604,"Jefferson LA"
2006,"Jefferson","MO",55461,295,"Jefferson MO"
2006,"Jefferson","MT",1450,5,"Jefferson MT"
2006,"Jefferson","NY",27293,178,"Jefferson NY"
2006,"Jefferson","OH",26662,106,"Jefferson OH"
2006,"Jefferson","OK",2965,1,"Jefferson OK"
2006,"Jefferson","OR",5387,33,"Jefferson OR"
2006,"Jefferson","PA",14836,38,"Jefferson PA"
2006,"Jefferson","TN",13825,20,"Jefferson TN"
2006,"Jefferson","TX",219417,510,"Jefferson TX"
2006,"Jefferson","WA",9156,19,"Jefferson WA"
2006,"Jefferson","WV",7503,17,"Jefferson WV"
2006,"Jefferson","WI",52836,117,"Jefferson WI"
2007,"Jefferson","AL",482487,1185,"Jefferson AL"
2007,"Jefferson","AR",58814,900,"Jefferson AR"
2007,"Jefferson","CO",298624,1027,"Jefferson CO"
2007,"Jefferson","FL",2565,29,"Jefferson FL"
2007,"Jefferson","GA",2251,20,"Jefferson GA"
2007,"Jefferson","ID",3332,7,"Jefferson ID"
2007,"Jefferson","IA",9354,24,"Jefferson IA"
2007,"Jefferson","KS",1895,2,"Jefferson KS"
2007,"Jefferson","KY",59665,175,"Jefferson KY"
2007,"Jefferson","LA",101882,617,"Jefferson LA"
2007,"Jefferson","MO",56764,212,"Jefferson MO"
2007,"Jefferson","MT",1468,7,"Jefferson MT"
2007,"Jefferson","NY",26726,123,"Jefferson NY"
2007,"Jefferson","OH",26340,101,"Jefferson OH"
2007,"Jefferson","OK",2873,15,"Jefferson OK"
2007,"Jefferson","OR",5301,24,"Jefferson OR"
2007,"Jefferson","PA",12665,29,"Jefferson PA"
2007,"Jefferson","TN",14437,56,"Jefferson TN"
2007,"Jefferson","TX",208564,595,"Jefferson TX"
2007,"Jefferson","WA",9248,26,"Jefferson WA"
2007,"Jefferson","WV",8080,22,"Jefferson WV"
2007,"Jefferson","WI",53616,117,"Jefferson WI"
2008,"Jefferson","AL",512208,1426,"Jefferson AL"
2008,"Jefferson","AR",50144,819,"Jefferson AR"
2008,"Jefferson","CO",300439,1143,"Jefferson CO"
2008,"Jefferson","FL",2487,41,"Jefferson FL"
2008,"Jefferson","GA",2209,17,"Jefferson GA"
2008,"Jefferson","ID",3351,7,"Jefferson ID"
2008,"Jefferson","IA",9113,13,"Jefferson IA"
2008,"Jefferson","KY",57238,211,"Jefferson KY"
2008,"Jefferson","LA",99105,622,"Jefferson LA"
2008,"Jefferson","MO",53443,192,"Jefferson MO"
2008,"Jefferson","MT",1443,2,"Jefferson MT"
2008,"Jefferson","NY",27546,143,"Jefferson NY"
2008,"Jefferson","OH",25832,134,"Jefferson OH"
2008,"Jefferson","OK",1043,2,"Jefferson OK"
2008,"Jefferson","OR",5433,16,"Jefferson OR"
2008,"Jefferson","PA",15686,62,"Jefferson PA"
2008,"Jefferson","TN",14652,58,"Jefferson TN"
2008,"Jefferson","TX",207063,509,"Jefferson TX"
2008,"Jefferson","WA",9161,18,"Jefferson WA"
